Latitude,Longitude,district
21.76657,71.64994,Banaskantha
21.76657,71.72956,Junagadh
21.76657,71.80919,Kutch
21.76657,71.88882,Bhavnagar
21.76657,71.96844,Porbandar
21.76657,72.04807,Kutch
21.76657,72.12769,Anand
21.76657,72.20732,Navsari
21.76657,72.28694,Kutch
21.76657,72.60544,Mahesana
21.76657,72.68507,Mahisagar
21.76657,72.76469,Banaskantha
21.76657,72.84432,Bhavnagar
21.76657,72.92394,Aravalli
21.76657,73.00357,Kutch
21.76657,73.08319,Alirajpur
21.76657,73.16282,Ahmedabad
21.76657,73.24244,Bhavnagar
21.76657,73.32207,Kutch
21.76657,73.40169,Banaskantha
21.76657,73.48132,Banaskantha
21.76657,73.56094,Ahmedabad
21.76657,73.64057,Kutch
21.76657,73.72019,Banaskantha
21.76657,73.79982,Patan
21.76657,73.87944,Morbi
21.68597,69.42044,Aravalli
21.68597,69.50006,Panchmahal
21.68597,69.57969,Nandurbar
21.68597,69.65931,Panchmahal
21.68597,69.73894,Bhavnagar
21.68597,69.81856,Bhavnagar
21.68597,69.89819,Banaskantha
21.68597,69.97781,Bhavnagar
21.68597,70.05744,Jamnagar
21.68597,70.13706,Alirajpur
21.68597,70.21669,Kutch
21.68597,70.29631,Kheda
21.68597,70.37594,Ahmedabad
21.68597,70.45556,Botad
21.68597,70.53519,Rajkot
21.68597,70.61481,Kutch
21.68597,70.69444,Kutch
21.68597,70.77406,Rajkot
21.68597,70.85369,Tapi
21.68597,70.93331,Kheda
21.68597,71.01294,Alirajpur
21.68597,71.09256,Mahesana
21.68597,71.17219,Rajkot
21.68597,71.25181,Rajkot
21.68597,71.33144,Jamnagar
21.68597,71.41106,Jamnagar
21.68597,71.49069,Rajkot
21.68597,71.57031,Surendranagar
21.68597,71.64994,Vadodara
21.68597,71.72956,Patan
21.68597,71.80919,Porbandar
21.68597,71.88882,Ahmedabad
21.68597,71.96844,Surat
21.68597,72.04807,Surendranagar
21.68597,72.12769,Unknown
21.68597,72.20732,Ahmedabad
21.68597,72.28694,Jamnagar
21.68597,72.36657,Ahmedabad
21.68597,72.60544,Kutch
21.68597,72.68507,Mahesana
21.68597,72.76469,Bhavnagar
21.68597,72.84432,Bharuch
21.68597,72.92394,Morbi
21.68597,73.00357,Devbhumi
21.68597,73.08319,Amreli
21.68597,73.16282,Gir
21.68597,73.24244,Kutch
21.68597,73.32207,Junagadh
21.68597,73.40169,Banaskantha
21.68597,73.48132,Panchmahal
21.68597,73.56094,Anand
21.68597,73.64057,Jamnagar
21.68597,73.72019,Bhavnagar
21.68597,73.79982,Gandhinagar
21.68597,73.87944,Banaskantha
21.60537,69.57969,Bhavnagar
21.60537,69.65931,Jamnagar
21.60537,69.73894,Banaskantha
21.60537,69.81856,Kutch
21.60537,69.89819,Surendranagar
21.60537,69.97781,Amreli
21.60537,70.05744,Rajkot
21.60537,70.13706,Dungarpur
21.60537,70.21669,Ahmedabad
21.60537,70.29631,Surendranagar
21.60537,70.37594,Bhavnagar
21.60537,70.45556,Narmada
21.60537,70.53519,Amreli
21.60537,70.61481,Sanchore
21.60537,70.69444,Valsad
21.60537,70.77406,Ahmedabad
21.60537,70.85369,Ahmedabad
21.60537,70.93331,Aravalli
21.60537,71.01294,Patan
21.60537,71.09256,Tapi
21.60537,71.17219,Kutch
21.60537,71.25181,Rajkot
21.60537,71.33144,Kutch
21.60537,71.41106,Banaskantha
21.60537,71.49069,Bharuch
21.60537,71.57031,Narmada
21.60537,71.64994,Kutch
21.60537,71.72956,Patan
21.60537,71.80919,Morbi
21.60537,71.88882,Ahmedabad
21.60537,71.96844,Dahod
21.60537,72.04807,Valsad
21.60537,72.12769,Surendranagar
21.60537,72.20732,Kutch
21.60537,72.28694,Aravalli
21.60537,72.36657,Kutch
21.60537,72.68507,Ahmedabad
21.60537,72.76469,Banaskantha
21.60537,72.84432,Panchmahal
21.60537,72.92394,Bharuch
21.60537,73.00357,Mahesana
21.60537,73.08319,Ahmedabad
21.60537,73.16282,Rajkot
21.60537,73.24244,Patan
21.60537,73.32207,Patan
21.60537,73.40169,Sabarkantha
21.60537,73.48132,Morbi
21.60537,73.56094,Kutch
21.60537,73.64057,Sabarkantha
21.60537,73.72019,Nandurbar
21.60537,73.79982,Jamnagar
21.60537,73.87944,Dahod
21.60537,73.95907,Udaipur
21.60537,74.03869,Jamnagar
21.60537,74.11832,Botad
21.60537,74.19794,Kutch
21.60537,74.27757,Morbi
21.60537,74.35719,Kheda
21.52477,69.65931,Kutch
21.52477,69.73894,Ahmedabad
21.52477,69.81856,Aravalli
21.52477,69.89819,Bharuch
21.52477,69.97781,Kutch
21.52477,70.05744,Mahesana
21.52477,70.13706,Botad
21.52477,70.21669,Kutch
21.52477,70.29631,Mahisagar
21.52477,70.37594,Morbi
21.52477,70.45556,Morbi
21.52477,70.53519,Morbi
21.52477,70.61481,Kutch
21.52477,70.69444,Junagadh
21.52477,70.77406,Kutch
21.52477,70.85369,Junagadh
21.52477,70.93331,Sabarkantha
21.52477,71.01294,Kutch
21.52477,71.09256,Surendranagar
21.52477,71.17219,Kutch
21.52477,71.25181,Jamnagar
21.52477,71.33144,Mahisagar
21.52477,71.41106,Gir
21.52477,71.49069,Jamnagar
21.52477,71.57031,Valsad
21.52477,71.64994,Vadodara
21.52477,71.72956,Surendranagar
21.52477,71.80919,Kutch
21.52477,71.88882,Morbi
21.52477,71.96844,Kutch
21.52477,72.04807,Vadodara
21.52477,72.12769,Banaskantha
21.52477,72.20732,Junagadh
21.52477,72.28694,Ahmedabad
21.52477,72.60544,Surendranagar
21.52477,72.68507,Rajkot
21.52477,72.76469,Patan
21.52477,72.84432,Kheda
21.52477,72.92394,Anand
21.52477,73.00357,Nashik
21.52477,73.08319,Morbi
21.52477,73.16282,Rajkot
21.52477,73.24244,Patan
21.52477,73.32207,Jamnagar
21.52477,73.40169,Bharuch
21.52477,73.48132,Kutch
21.52477,73.56094,Botad
21.52477,73.64057,Amreli
21.52477,73.72019,Kutch
21.52477,73.79982,Chhota
21.52477,73.87944,Gir
21.52477,73.95907,Gir
21.52477,74.03869,Alirajpur
21.52477,74.11832,Kutch
21.52477,74.19794,Ahmedabad
21.52477,74.27757,Rajkot
21.52477,74.35719,Kutch
21.44416,69.65931,Unknown
21.44416,69.73894,Sanchore
21.44416,69.81856,Mahesana
21.44416,69.89819,Banaskantha
21.44416,69.97781,Bhavnagar
21.44416,70.05744,Rajkot
21.44416,70.13706,Bharuch
21.44416,70.21669,Bhavnagar
21.44416,70.29631,Mahesana
21.44416,70.37594,Bharuch
21.44416,70.45556,Morbi
21.44416,70.53519,Mahesana
21.44416,70.61481,Kutch
21.44416,70.69444,Navsari
21.44416,70.77406,Surat
21.44416,70.85369,Navsari
21.44416,70.93331,Amreli
21.44416,71.01294,Panchmahal
21.44416,71.09256,Botad
21.44416,71.17219,Mahisagar
21.44416,71.25181,Gir
21.44416,71.33144,Banaskantha
21.44416,71.41106,Rajkot
21.44416,71.49069,Morbi
21.44416,71.57031,Gandhinagar
21.44416,71.64994,Kutch
21.44416,71.72956,Surat
21.44416,71.80919,Kutch
21.44416,71.88882,Bhavnagar
21.44416,71.96844,Chhota
21.44416,72.04807,Banaskantha
21.44416,72.12769,Mahesana
21.44416,72.20732,Patan
21.44416,72.28694,Vadodara
21.44416,72.60544,Surendranagar
21.44416,72.68507,Devbhumi
21.44416,72.76469,Botad
21.44416,72.84432,Valsad
21.44416,72.92394,Tapi
21.44416,73.00357,Jamnagar
21.44416,73.08319,Surat
21.44416,73.16282,Banaskantha
21.44416,73.24244,Kutch
21.44416,73.32207,Amreli
21.44416,73.40169,Patan
21.44416,73.48132,Ahmedabad
21.44416,73.56094,Banaskantha
21.44416,73.64057,Amreli
21.44416,73.72019,Amreli
21.44416,73.79982,Valsad
21.44416,73.87944,Sabarkantha
21.44416,73.95907,Patan
21.44416,74.03869,Kutch
21.44416,74.11832,Kutch
21.44416,74.19794,Kutch
21.44416,74.27757,Bhavnagar
21.44416,74.35719,Bhavnagar
21.36356,69.81856,Alirajpur
21.36356,69.89819,Banaskantha
21.36356,69.97781,Sabarkantha
21.36356,70.05744,Patan
21.36356,70.13706,Navsari
21.36356,70.21669,Chhota
21.36356,70.29631,Bhavnagar
21.36356,70.37594,Kutch
21.36356,70.45556,Bharuch
21.36356,70.53519,Chhota
21.36356,70.61481,Kutch
21.36356,70.69444,Bharuch
21.36356,70.77406,Rajkot
21.36356,70.85369,Patan
21.36356,70.93331,Gandhinagar
21.36356,71.01294,Kutch
21.36356,71.09256,Rajkot
21.36356,71.17219,Sirohi
21.36356,71.25181,Ahmedabad
21.36356,71.33144,Panchmahal
21.36356,71.41106,Aravalli
21.36356,71.49069,Kutch
21.36356,71.57031,Rajkot
21.36356,71.64994,Chhota
21.36356,71.72956,Dahod
21.36356,71.80919,Kutch
21.36356,71.88882,Banaskantha
21.36356,71.96844,Gir
21.36356,72.04807,Narmada
21.36356,72.12769,Sabarkantha
21.36356,72.20732,Ahmedabad
21.36356,72.60544,Kutch
21.36356,72.68507,Mahesana
21.36356,72.76469,Kutch
21.36356,72.84432,Junagadh
21.36356,72.92394,Jamnagar
21.36356,73.00357,Gir
21.36356,73.08319,Vadodara
21.36356,73.16282,Dahod
21.36356,73.24244,Banaskantha
21.36356,73.32207,Devbhumi
21.36356,73.40169,Porbandar
21.36356,73.48132,Gir
21.36356,73.56094,Ahmedabad
21.36356,73.64057,Unknown
21.36356,73.72019,Amreli
21.36356,73.79982,Narmada
21.36356,73.87944,Rajkot
21.36356,73.95907,Surendranagar
21.36356,74.03869,Gandhinagar
21.28296,69.81856,Junagadh
21.28296,69.89819,Gir
21.28296,69.97781,Amreli
21.28296,70.05744,Vadodara
21.28296,70.13706,Surendranagar
21.28296,70.21669,Mahesana
21.28296,70.29631,Kheda
21.28296,70.37594,Ahmedabad
21.28296,70.45556,Ahmedabad
21.28296,70.53519,Valsad
21.28296,70.61481,Navsari
21.28296,70.69444,Porbandar
21.28296,70.77406,Dahod
21.28296,70.85369,Dahod
21.28296,70.93331,Jamnagar
21.28296,71.01294,Nandurbar
21.28296,71.09256,Mahisagar
21.28296,71.17219,Porbandar
21.28296,71.25181,Dahod
21.28296,71.33144,Kheda
21.28296,71.41106,Mahesana
21.28296,71.49069,Mahesana
21.28296,71.57031,Jamnagar
21.28296,71.64994,Bhavnagar
21.28296,71.72956,Amreli
21.28296,71.80919,Kutch
21.28296,71.88882,Kheda
21.28296,71.96844,Sanchore
21.28296,72.04807,Bharuch
21.28296,72.12769,Valsad
21.28296,72.60544,Rajkot
21.28296,72.68507,Surendranagar
21.28296,72.76469,Aravalli
21.28296,72.84432,Patan
21.28296,72.92394,Dahod
21.28296,73.00357,Vadodara
21.28296,73.08319,Amreli
21.28296,73.16282,Panchmahal
21.28296,73.24244,Banswara
21.28296,73.32207,Patan
21.28296,73.40169,Banaskantha
21.28296,73.48132,Bharuch
21.28296,73.56094,Kutch
21.28296,73.64057,Patan
21.28296,73.72019,Bharuch
21.28296,73.79982,Dang
21.28296,73.87944,Narmada
21.28296,73.95907,Nandurbar
21.20236,69.89819,Porbandar
21.20236,69.97781,Banaskantha
21.20236,70.05744,Ahmedabad
21.20236,70.13706,Banaskantha
21.20236,70.21669,Botad
21.20236,70.29631,Rajkot
21.20236,70.37594,Patan
21.20236,70.45556,Banaskantha
21.20236,70.53519,Jamnagar
21.20236,70.61481,Junagadh
21.20236,70.69444,Banaskantha
21.20236,70.77406,Navsari
21.20236,70.85369,Sabarkantha
21.20236,70.93331,Porbandar
21.20236,71.01294,Kutch
21.20236,71.09256,Junagadh
21.20236,71.17219,Mahesana
21.20236,71.25181,Kutch
21.20236,71.33144,Gir
21.20236,71.41106,Mahisagar
21.20236,71.49069,Banaskantha
21.20236,71.57031,Sabarkantha
21.20236,71.64994,Tapi
21.20236,71.72956,Chhota
21.20236,71.80919,Aravalli
21.20236,71.88882,Morbi
21.20236,71.96844,Kutch
21.20236,72.04807,Udaipur
21.20236,72.12769,Bhavnagar
21.20236,72.60544,Kutch
21.20236,72.68507,Navsari
21.20236,72.76469,Jamnagar
21.20236,72.84432,Jamnagar
21.20236,72.92394,Bhavnagar
21.20236,73.00357,Patan
21.20236,73.08319,Banaskantha
21.20236,73.16282,Junagadh
21.20236,73.24244,Panchmahal
21.20236,73.32207,Aravalli
21.20236,73.40169,Kutch
21.20236,73.48132,Bharuch
21.20236,73.56094,Mahisagar
21.20236,73.64057,Rajkot
21.20236,73.72019,Surendranagar
21.20236,73.79982,Panchmahal
21.20236,73.87944,Morbi
21.12176,69.97781,Ahmedabad
21.12176,70.05744,Surendranagar
21.12176,70.13706,Bhavnagar
21.12176,70.21669,Ahmedabad
21.12176,70.29631,Navsari
21.12176,70.37594,Amreli
21.12176,70.45556,Banaskantha
21.12176,70.53519,Vadodara
21.12176,70.61481,Surendranagar
21.12176,70.69444,Surendranagar
21.12176,71.01294,Banaskantha
21.12176,71.09256,Kutch
21.12176,71.17219,Surendranagar
21.12176,71.25181,Kheda
21.12176,71.33144,Ahmedabad
21.12176,71.41106,Ahmedabad
21.12176,71.49069,Banaskantha
21.12176,71.57031,Patan
21.12176,71.64994,Tapi
21.12176,71.72956,Bhavnagar
21.12176,71.80919,Gir
21.12176,71.88882,Kutch
21.12176,71.96844,Aravalli
21.12176,72.04807,Nashik
21.12176,72.12769,Ahmedabad
21.12176,72.60544,Sabarkantha
21.12176,72.68507,Sabarkantha
21.12176,72.76469,Surat
21.12176,72.84432,Bhavnagar
21.12176,72.92394,Bharuch
21.12176,73.00357,Bhavnagar
21.12176,73.08319,Bharuch
21.12176,73.16282,Ahmedabad
21.12176,73.24244,Banswara
21.12176,73.32207,Bharuch
21.12176,73.40169,Devbhumi
21.12176,73.48132,Valsad
21.12176,73.56094,Rajkot
21.12176,73.64057,Bhavnagar
21.12176,73.72019,Mahisagar
21.12176,73.79982,Mahesana
21.12176,73.87944,Anand
21.04116,70.13706,Botad
21.04116,70.21669,Ahmedabad
21.04116,70.29631,Amreli
21.04116,70.37594,Banaskantha
21.04116,70.45556,Valsad
21.04116,70.53519,Chhota
21.04116,70.61481,Rajkot
21.04116,70.69444,Surendranagar
21.04116,70.77406,Porbandar
21.04116,70.85369,Banaskantha
21.04116,70.93331,Rajkot
21.04116,71.01294,Vadodara
21.04116,71.09256,Unknown
21.04116,71.17219,Valsad
21.04116,71.25181,Dahod
21.04116,71.33144,Kutch
21.04116,71.41106,Aravalli
21.04116,71.49069,Kutch
21.04116,71.57031,Narmada
21.04116,71.64994,Amreli
21.04116,71.72956,Botad
21.04116,71.80919,Kutch
21.04116,71.88882,Gir
21.04116,72.68507,Amreli
21.04116,72.76469,Gir
21.04116,72.84432,Bhavnagar
21.04116,72.92394,Kutch
21.04116,73.00357,Gandhinagar
21.04116,73.08319,Kutch
21.04116,73.16282,Rajkot
21.04116,73.24244,Bhavnagar
21.04116,73.32207,Banaskantha
21.04116,73.40169,Vadodara
21.04116,73.48132,Morbi
21.04116,73.56094,Tapi
21.04116,73.64057,Narmada
21.04116,73.72019,Junagadh
21.04116,73.79982,Banaskantha
20.96056,70.13706,Bhavnagar
20.96056,70.21669,Devbhumi
20.96056,70.29631,Narmada
20.96056,70.37594,Kutch
20.96056,70.45556,Valsad
20.96056,70.53519,Kutch
20.96056,70.61481,Amreli
20.96056,70.69444,Surat
20.96056,70.77406,Surat
20.96056,70.85369,Anand
20.96056,70.93331,Ahmedabad
20.96056,71.01294,Jamnagar
20.96056,71.09256,Patan
20.96056,71.17219,Bhavnagar
20.96056,71.25181,Mahisagar
20.96056,71.33144,Rajkot
20.96056,71.41106,Tapi
20.96056,71.49069,Anand
20.96056,71.57031,Morbi
20.96056,71.64994,Kutch
20.96056,71.72956,Patan
20.96056,71.80919,Gir
20.96056,72.68507,Junagadh
20.96056,72.76469,Ahmedabad
20.96056,72.84432,Surendranagar
20.96056,72.92394,Vadodara
20.96056,73.00357,Kutch
20.96056,73.08319,Kutch
20.96056,73.16282,Jamnagar
20.96056,73.24244,Aravalli
20.96056,73.32207,Junagadh
20.96056,73.40169,Bhavnagar
20.96056,73.48132,Kutch
20.96056,73.56094,Rajkot
20.96056,73.64057,Banaskantha
20.96056,73.72019,Porbandar
20.96056,73.79982,Devbhumi
20.96056,73.87944,Junagadh
20.87996,70.29631,Tapi
20.87996,70.37594,Mahisagar
20.87996,70.45556,Jamnagar
20.87996,70.53519,Banaskantha
20.87996,70.61481,Kutch
20.87996,70.69444,Unknown
20.87996,70.77406,Ahmedabad
20.87996,70.85369,Surat
20.87996,70.93331,Gir
20.87996,71.01294,Dahod
20.87996,71.09256,Navsari
20.87996,71.17219,Junagadh
20.87996,71.25181,Navsari
20.87996,71.33144,Surendranagar
20.87996,71.41106,Sanchore
20.87996,71.49069,Gir
20.87996,72.76469,Navsari
20.87996,72.84432,Navsari
20.87996,72.92394,Surendranagar
20.87996,73.00357,Surendranagar
20.87996,73.08319,Amreli
20.87996,73.16282,Kutch
20.87996,73.24244,Jamnagar
20.87996,73.32207,Gir
20.87996,73.40169,Banaskantha
20.87996,73.48132,Kutch
20.87996,73.56094,Rajkot
20.87996,73.79982,Morbi
20.87996,73.87944,Kheda
20.79936,70.37594,Kutch
20.79936,70.45556,Devbhumi
20.79936,70.53519,Banaskantha
20.79936,70.61481,Surat
20.79936,70.69444,Gir
20.79936,70.77406,Bharuch
20.79936,70.85369,Gandhinagar
20.79936,70.93331,Sirohi
20.79936,71.01294,Junagadh
20.79936,71.09256,Bhavnagar
20.79936,71.17219,Anand
20.79936,71.25181,Kutch
20.79936,71.33144,Surendranagar
20.79936,71.41106,Aravalli
20.79936,72.84432,Junagadh
20.79936,72.92394,Kheda
20.79936,73.00357,Alirajpur
20.79936,73.08319,Devbhumi
20.79936,73.16282,Ahmedabad
20.79936,73.24244,Gir
20.79936,73.32207,Surendranagar
20.79936,73.40169,Amreli
20.79936,73.48132,Kutch
20.79936,73.56094,Banaskantha
20.79936,73.72019,Surat
20.79936,73.79982,Mahesana
20.79936,73.87944,Patan
20.71876,70.53519,Panchmahal
20.71876,70.61481,Kutch
20.71876,70.69444,Kutch
20.71876,70.77406,Kheda
20.71876,70.85369,Morbi
20.71876,70.93331,Amreli
20.71876,71.01294,Bharuch
20.71876,71.09256,Anand
20.71876,71.17219,Morbi
20.71876,72.84432,Navsari
20.71876,72.92394,Kutch
20.71876,73.00357,Bhavnagar
20.71876,73.08319,Ahmedabad
20.71876,73.16282,Rajkot
20.71876,73.24244,Patan
20.71876,73.32207,Vadodara
20.71876,73.40169,Kutch
20.71876,73.48132,Chhota
20.71876,73.56094,Junagadh
20.71876,73.64057,Ahmedabad
20.71876,73.72019,Gandhinagar
20.71876,73.79982,Kutch
20.63816,72.84432,Banaskantha
20.63816,72.92394,Nashik
20.63816,73.00357,Jamnagar
20.63816,73.08319,Nandurbar
20.63816,73.16282,Gir
20.63816,73.24244,Surat
20.63816,73.32207,Amreli
20.63816,73.40169,Amreli
20.63816,73.48132,Navsari
20.63816,73.56094,Tapi
20.63816,73.64057,Bhavnagar
20.55756,72.84432,Navsari
20.55756,72.92394,Morbi
20.55756,73.00357,Valsad
20.55756,73.08319,Kutch
20.55756,73.16282,Kutch
20.55756,73.24244,Patan
20.55756,73.32207,Banaskantha
20.55756,73.40169,Bhavnagar
20.55756,73.48132,Banaskantha
20.47696,72.84432,Bharuch
20.47696,72.92394,Mahisagar
20.47696,73.00357,Anand
20.47696,73.08319,Unknown
20.47696,73.16282,Vadodara
20.47696,73.24244,Banaskantha
20.47696,73.32207,Rajkot
20.47696,73.40169,Surendranagar
20.47696,73.48132,Kheda
20.39636,72.76469,Surat
20.39636,72.84432,Kutch
20.39636,72.92394,Surat
20.39636,73.00357,Surendranagar
20.39636,73.08319,Surat
20.39636,73.16282,Chhota
20.39636,73.24244,Kheda
20.39636,73.32207,Rajkot
20.31576,72.68507,Kutch
20.31576,72.76469,Narmada
20.31576,72.84432,Jamnagar
20.31576,72.92394,Surendranagar
20.31576,73.00357,Sanchore
20.31576,73.08319,Gandhinagar
20.31576,73.16282,Gandhinagar
20.31576,73.24244,Rajkot
20.31576,73.32207,Patan
20.31576,73.40169,Amreli
20.31576,73.48132,Mahisagar
20.23516,72.68507,Dahod
20.23516,72.76469,Ahmedabad
20.23516,72.84432,Valsad
20.23516,72.92394,Kutch
20.23516,73.00357,Gir
20.23516,73.08319,Kutch
20.23516,73.16282,Kutch
20.23516,73.24244,Tapi
20.23516,73.32207,Surendranagar
20.23516,73.40169,Anand
20.23516,73.48132,Gir
20.15456,72.68507,Surendranagar
20.15456,72.76469,Patan
20.15456,72.84432,Chhota
20.15456,72.92394,Aravalli
20.15456,73.00357,Kutch
20.15456,73.08319,Amreli
20.15456,73.16282,Gir
